gene	n_tfs
ENSG00000130055	96
ENSG00000186675	111
ENSG00000228686	70
ENSG00000272791	77
ENSG00000213233	110
ENSG00000170423	95
ENSG00000258819	111
ENSG00000272458	104
ENSG00000211958	104
ENSG00000177238	94
ENSG00000103150	85
ENSG00000233002	60
ENSG00000181240	26
ENSG00000269050	108
ENSG00000234945	94
ENSG00000169629	81
ENSG00000169967	94
ENSG00000225124	88
ENSG00000270116	104
ENSG00000077942	91
ENSG00000241673	58
ENSG00000250715	4
ENSG00000248587	118
ENSG00000230943	118
ENSG00000222346	127
ENSG00000147649	130
ENSG00000237159	91
ENSG00000230161	21
ENSG00000223729	90
ENSG00000213018	69
ENSG00000151414	82
ENSG00000273153	120
ENSG00000136040	87
ENSG00000258807	134
ENSG00000268186	162
ENSG00000186522	28
ENSG00000204183	125
ENSG00000219438	129
ENSG00000185774	75
ENSG00000221989	96
ENSG00000231728	51
ENSG00000225970	65
ENSG00000278073	62
ENSG00000189339	59
ENSG00000196581	65
ENSG00000116254	39
ENSG00000228526	122
ENSG00000162490	99
ENSG00000263676	72
ENSG00000259961	29
ENSG00000142627	83
ENSG00000058453	117
ENSG00000070886	71
ENSG00000229106	82
ENSG00000236155	75
ENSG00000188060	136
ENSG00000182866	92
ENSG00000142698	22
ENSG00000116871	76
ENSG00000215895	85
ENSG00000198520	87
ENSG00000186790	81
ENSG00000116157	87
ENSG00000182183	112
ENSG00000157193	153
ENSG00000143001	100
ENSG00000223920	102
ENSG00000158966	113
ENSG00000233008	108
ENSG00000153898	39
ENSG00000241318	107
ENSG00000177301	123
ENSG00000177272	45
ENSG00000134259	86
ENSG00000223489	97
ENSG00000223612	1
ENSG00000225556	74
ENSG00000163462	85
ENSG00000227295	122
ENSG00000162706	111
ENSG00000248485	78
ENSG00000116132	127
ENSG00000181101	112
ENSG00000143340	91
ENSG00000285638	69
ENSG00000261642	95
ENSG00000282221	47
ENSG00000284237	77
ENSG00000224540	80
ENSG00000054392	49
ENSG00000282265	55
ENSG00000116141	131
ENSG00000186205	98
ENSG00000233384	94
ENSG00000154342	96
ENSG00000154358	108
ENSG00000116962	99
ENSG00000277704	54
ENSG00000285852	53
ENSG00000168267	105
ENSG00000165731	69
ENSG00000107562	93
ENSG00000265354	74
ENSG00000204175	115
ENSG00000231187	64
ENSG00000187714	73
ENSG00000138311	82
ENSG00000285837	60
ENSG00000270754	63
ENSG00000122859	72
ENSG00000197467	69
ENSG00000156113	72
ENSG00000235924	70
ENSG00000170788	68
ENSG00000182771	59
ENSG00000273413	52
ENSG00000224914	48
ENSG00000198682	108
ENSG00000105988	71
ENSG00000226425	130
ENSG00000155265	81
ENSG00000119946	26
ENSG00000075891	89
ENSG00000138136	104
ENSG00000148798	100
ENSG00000107957	102
ENSG00000156395	65
ENSG00000151892	97
ENSG00000285587	106
ENSG00000285955	57
ENSG00000154478	97
ENSG00000271434	73
ENSG00000150760	75
ENSG00000170430	70
ENSG00000108001	45
ENSG00000151640	79
ENSG00000256925	104
ENSG00000275669	102
ENSG00000174672	90
ENSG00000099869	43
ENSG00000053918	56
ENSG00000224555	132
ENSG00000170955	112
ENSG00000255410	84
ENSG00000170748	58
ENSG00000050165	56
ENSG00000255335	124
ENSG00000278045	73
ENSG00000175264	96
ENSG00000266006	92
ENSG00000254454	69
ENSG00000221273	89
ENSG00000174807	72
ENSG00000254756	119
ENSG00000075388	57
ENSG00000186895	118
ENSG00000149243	96
ENSG00000254550	33
ENSG00000149256	73
ENSG00000256779	43
ENSG00000165895	105
ENSG00000247416	104
ENSG00000255870	129
ENSG00000166250	68
ENSG00000166106	124
ENSG00000151067	42
ENSG00000151079	131
ENSG00000130037	68
ENSG00000173262	42
ENSG00000278654	97
ENSG00000255909	46
ENSG00000256879	77
ENSG00000250788	112
ENSG00000199843	106
ENSG00000201708	77
ENSG00000165966	53
ENSG00000187166	103
ENSG00000284723	123
ENSG00000161798	25
ENSG00000123329	53
ENSG00000279444	108
ENSG00000257823	30
ENSG00000216306	85
ENSG00000151572	42
ENSG00000139352	125
ENSG00000283793	102
ENSG00000089169	85
ENSG00000089250	92
ENSG00000224982	120
ENSG00000275967	52
ENSG00000181234	52
ENSG00000111432	81
ENSG00000227059	111
ENSG00000279730	57
ENSG00000165474	79
ENSG00000075673	92
ENSG00000276958	111
ENSG00000180730	127
ENSG00000102802	90
ENSG00000133116	77
ENSG00000133101	113
ENSG00000180440	126
ENSG00000278156	108
ENSG00000102445	88
ENSG00000186047	119
ENSG00000273784	118
ENSG00000278722	98
ENSG00000232380	79
ENSG00000225530	79
ENSG00000057593	70
ENSG00000257751	31
ENSG00000259144	124
ENSG00000100842	6
ENSG00000166091	65
ENSG00000285467	80
ENSG00000129465	78
ENSG00000253563	70
ENSG00000136327	101
ENSG00000181619	78
ENSG00000027075	93
ENSG00000179600	98
ENSG00000259116	72
ENSG00000175985	97
ENSG00000259033	121
ENSG00000133985	62
ENSG00000176043	44
ENSG00000177465	86
ENSG00000119614	111
ENSG00000183379	56
ENSG00000165553	108
ENSG00000152315	117
ENSG00000133937	86
ENSG00000250366	88
ENSG00000259031	113
ENSG00000283857	98
ENSG00000251533	97
ENSG00000270938	93
ENSG00000283165	116
ENSG00000066735	77
ENSG00000273778	77
ENSG00000213145	49
ENSG00000259098	125
ENSG00000274253	63
ENSG00000159248	139
ENSG00000250007	125
ENSG00000176753	52
ENSG00000140254	123
ENSG00000259705	89
ENSG00000137878	79
ENSG00000259738	85
ENSG00000259353	103
ENSG00000234438	82
ENSG00000137809	102
ENSG00000166173	111
ENSG00000138622	47
ENSG00000260469	85
ENSG00000270036	96
ENSG00000259792	35
ENSG00000235711	79
ENSG00000172379	81
ENSG00000156218	80
ENSG00000259551	118
ENSG00000157766	98
ENSG00000250021	74
ENSG00000242498	96
ENSG00000258611	82
ENSG00000259475	67
ENSG00000259205	79
ENSG00000272808	93
ENSG00000184254	43
ENSG00000154237	13
ENSG00000076344	119
ENSG00000260807	111
ENSG00000261720	115
ENSG00000162009	113
ENSG00000140986	83
ENSG00000261123	71
ENSG00000261007	65
ENSG00000261647	86
ENSG00000237515	118
ENSG00000103489	131
ENSG00000180269	124
ENSG00000122254	88
ENSG00000196296	103
ENSG00000103472	147
ENSG00000284671	119
ENSG00000274678	106
ENSG00000099364	121
ENSG00000200434	84
ENSG00000103449	63
ENSG00000177508	70
ENSG00000261028	109
ENSG00000140937	116
ENSG00000168748	84
ENSG00000103056	140
ENSG00000039068	85
ENSG00000196696	74
ENSG00000132613	55
ENSG00000103111	85
ENSG00000140873	80
ENSG00000268388	139
ENSG00000103241	50
ENSG00000260944	132
ENSG00000205899	132
ENSG00000273606	93
ENSG00000180787	131
ENSG00000179593	118
ENSG00000141506	129
ENSG00000266389	72
ENSG00000007237	91
ENSG00000285220	131
ENSG00000263400	94
ENSG00000188803	90
ENSG00000274748	96
ENSG00000276399	73
ENSG00000263717	99
ENSG00000181291	90
ENSG00000279792	35
ENSG00000285829	127
ENSG00000278627	61
ENSG00000267131	120
ENSG00000265982	146
ENSG00000267352	126
ENSG00000267472	87
ENSG00000125398	71
ENSG00000227036	117
ENSG00000161509	128
ENSG00000182938	116
ENSG00000204278	141
ENSG00000262115	139
ENSG00000265671	87
ENSG00000206432	125
ENSG00000154655	89
ENSG00000176194	92
ENSG00000267108	96
ENSG00000154080	135
ENSG00000177511	102
ENSG00000101542	128
ENSG00000166573	125
ENSG00000178342	105
ENSG00000261126	58
ENSG00000141934	61
ENSG00000267124	152
ENSG00000182087	112
ENSG00000267688	127
ENSG00000269371	107
ENSG00000072071	131
ENSG00000105137	121
ENSG00000279716	89
ENSG00000267056	124
ENSG00000267799	93
ENSG00000264515	94
ENSG00000187135	122
ENSG00000130881	96
ENSG00000273420	75
ENSG00000267727	62
ENSG00000124302	103
ENSG00000142279	104
ENSG00000268751	128
ENSG00000267353	70
ENSG00000272311	112
ENSG00000197446	148
ENSG00000268361	130
ENSG00000069399	96
ENSG00000204850	94
ENSG00000255875	89
ENSG00000142408	96
ENSG00000284583	52
ENSG00000130433	54
ENSG00000197483	106
ENSG00000267117	46
ENSG00000242411	60
ENSG00000152467	102
ENSG00000184731	80
ENSG00000235688	70
ENSG00000214866	82
ENSG00000224661	134
ENSG00000242540	82
ENSG00000115138	115
ENSG00000171303	88
ENSG00000179270	121
ENSG00000115295	98
ENSG00000277893	63
ENSG00000269210	78
ENSG00000214694	93
ENSG00000162882	102
ENSG00000274547	85
ENSG00000236502	103
ENSG00000170577	60
ENSG00000233723	77
ENSG00000163235	112
ENSG00000115297	55
ENSG00000153561	78
ENSG00000249884	120
ENSG00000266931	99
ENSG00000172005	100
ENSG00000272913	95
ENSG00000196872	118
ENSG00000115598	84
ENSG00000230690	84
ENSG00000119147	112
ENSG00000144057	40
ENSG00000115665	127
ENSG00000172985	57
ENSG00000227359	68
ENSG00000125631	121
ENSG00000258910	102
ENSG00000144119	79
ENSG00000163083	102
ENSG00000272667	103
ENSG00000222014	48
ENSG00000152082	77
ENSG00000284479	106
ENSG00000233087	97
ENSG00000163040	51
ENSG00000150551	60
ENSG00000226953	142
ENSG00000152128	94
ENSG00000144227	108
ENSG00000232377	61
ENSG00000230645	55
ENSG00000225214	45
ENSG00000162989	71
ENSG00000153246	137
ENSG00000283734	5
ENSG00000224076	15
ENSG00000115290	9
ENSG00000229066	106
ENSG00000128645	98
ENSG00000283880	92
ENSG00000221240	93
ENSG00000188452	131
ENSG00000114948	77
ENSG00000115596	10
ENSG00000198973	97
ENSG00000054356	83
ENSG00000135905	72
ENSG00000081052	72
ENSG00000163053	118
ENSG00000230122	104
ENSG00000237087	89
ENSG00000207611	39
ENSG00000276949	86
ENSG00000233392	139
ENSG00000101405	72
ENSG00000101292	78
ENSG00000101311	26
ENSG00000125820	140
ENSG00000125813	116
ENSG00000132671	52
ENSG00000101463	75
ENSG00000154930	51
ENSG00000100987	116
ENSG00000227195	67
ENSG00000283123	4
ENSG00000131055	91
ENSG00000225246	78
ENSG00000272945	109
ENSG00000183798	123
ENSG00000196090	72
ENSG00000233508	73
ENSG00000101115	2
ENSG00000198768	63
ENSG00000124205	129
ENSG00000265306	111
ENSG00000284074	84
ENSG00000174403	121
ENSG00000284508	82
ENSG00000101194	94
ENSG00000125533	30
ENSG00000231133	117
ENSG00000275620	116
ENSG00000101204	98
ENSG00000201812	67
ENSG00000226983	88
ENSG00000234883	63
ENSG00000166265	145
ENSG00000154736	113
ENSG00000237594	122
ENSG00000159212	90
ENSG00000159263	114
ENSG00000183145	81
ENSG00000184809	112
ENSG00000183844	81
ENSG00000160224	78
ENSG00000184441	65
ENSG00000264452	93
ENSG00000142156	70
ENSG00000142173	126
ENSG00000230701	140
ENSG00000224277	100
ENSG00000233577	55
ENSG00000285690	120
ENSG00000231466	72
ENSG00000100154	102
ENSG00000100314	92
ENSG00000188064	63
ENSG00000231711	46
ENSG00000075275	85
ENSG00000224318	124
ENSG00000134121	98
ENSG00000230082	74
ENSG00000132164	95
ENSG00000260902	47
ENSG00000225386	92
ENSG00000144645	95
ENSG00000170293	51
ENSG00000172995	72
ENSG00000144681	105
ENSG00000144649	129
ENSG00000272121	75
ENSG00000284498	8
ENSG00000169964	102
ENSG00000284575	124
ENSG00000164076	15
ENSG00000180929	108
ENSG00000244586	80
ENSG00000170837	95
ENSG00000278934	116
ENSG00000177707	71
ENSG00000145103	69
ENSG00000243918	61
ENSG00000174611	82
ENSG00000206260	68
ENSG00000242440	52
ENSG00000181449	68
ENSG00000250238	60
ENSG00000178222	93
ENSG00000251652	86
ENSG00000280927	118
ENSG00000163982	32
ENSG00000170801	103
ENSG00000258507	58
ENSG00000215612	4
ENSG00000145147	89
ENSG00000247193	85
ENSG00000154277	107
ENSG00000285454	86
ENSG00000188848	99
ENSG00000178343	108
ENSG00000163071	73
ENSG00000231442	129
ENSG00000152785	97
ENSG00000185477	136
ENSG00000250594	39
ENSG00000250966	92
ENSG00000109436	53
ENSG00000236296	120
ENSG00000183090	93
ENSG00000248890	82
ENSG00000151615	97
ENSG00000145428	62
ENSG00000061918	98
ENSG00000038295	90
ENSG00000150630	102
ENSG00000177822	40
ENSG00000179059	86
ENSG00000249326	96
ENSG00000170561	64
ENSG00000170549	68
ENSG00000250579	72
ENSG00000145536	36
ENSG00000215217	134
ENSG00000250198	99
ENSG00000112902	28
ENSG00000250415	83
ENSG00000269466	91
ENSG00000249854	114
ENSG00000251273	129
ENSG00000113361	55
ENSG00000250164	89
ENSG00000113389	103
ENSG00000164197	104
ENSG00000122012	60
ENSG00000248127	127
ENSG00000113231	99
ENSG00000250320	71
ENSG00000178015	104
ENSG00000253224	78
ENSG00000129596	83
ENSG00000249167	103
ENSG00000061455	141
ENSG00000260192	114
ENSG00000251680	90
ENSG00000223442	133
ENSG00000181965	105
ENSG00000164616	80
ENSG00000146005	76
ENSG00000250692	128
ENSG00000158458	128
ENSG00000283602	100
ENSG00000278907	35
ENSG00000164270	122
ENSG00000250309	41
ENSG00000187658	42
ENSG00000184347	149
ENSG00000164438	83
ENSG00000251670	96
ENSG00000175414	75
ENSG00000037280	36
ENSG00000164379	73
ENSG00000261730	117
ENSG00000275859	74
ENSG00000233064	68
ENSG00000228478	56
ENSG00000112186	84
ENSG00000172201	112
ENSG00000272168	81
ENSG00000219682	26
ENSG00000124610	67
ENSG00000220583	83
ENSG00000112164	79
ENSG00000124780	110
ENSG00000237686	55
ENSG00000001561	49
ENSG00000137269	35
ENSG00000233237	87
ENSG00000135318	87
ENSG00000154548	85
ENSG00000172461	67
ENSG00000112333	88
ENSG00000219700	67
ENSG00000213150	61
ENSG00000217770	85
ENSG00000146374	88
ENSG00000118523	76
ENSG00000016402	64
ENSG00000091831	102
ENSG00000226032	103
ENSG00000146477	74
ENSG00000164458	129
ENSG00000176381	117
ENSG00000285212	115
ENSG00000112562	66
ENSG00000248767	92
ENSG00000106003	125
ENSG00000236708	102
ENSG00000136297	142
ENSG00000164638	121
ENSG00000182095	111
ENSG00000215045	138
ENSG00000187546	143
ENSG00000270593	92
ENSG00000106546	106
ENSG00000271133	67
ENSG00000188732	84
ENSG00000122585	57
ENSG00000197576	103
ENSG00000273433	94
ENSG00000122592	120
ENSG00000228421	124
ENSG00000154678	88
ENSG00000164619	104
ENSG00000122679	109
ENSG00000146678	61
ENSG00000164746	52
ENSG00000188730	112
ENSG00000285165	67
ENSG00000170419	83
ENSG00000146648	116
ENSG00000185290	108
ENSG00000233028	108
ENSG00000235368	36
ENSG00000227148	9
ENSG00000234312	73
ENSG00000213644	111
ENSG00000213642	86
ENSG00000196275	117
ENSG00000274070	68
ENSG00000174428	147
ENSG00000153956	92
ENSG00000186472	110
ENSG00000158528	119
ENSG00000078319	120
ENSG00000169871	45
ENSG00000167011	40
ENSG00000228049	68
ENSG00000187416	67
ENSG00000135272	97
ENSG00000105989	129
ENSG00000106278	68
ENSG00000128610	45
ENSG00000242593	105
ENSG00000128594	52
ENSG00000128604	135
ENSG00000146858	32
ENSG00000270512	72
ENSG00000261115	71
ENSG00000002933	108
ENSG00000146926	90
ENSG00000243836	95
ENSG00000233363	123
ENSG00000218672	124
ENSG00000164778	97
ENSG00000106018	96
ENSG00000284655	77
ENSG00000284321	68
ENSG00000253230	137
ENSG00000171056	129
ENSG00000078579	101
ENSG00000253866	63
ENSG00000168481	22
ENSG00000272163	121
ENSG00000147459	115
ENSG00000156687	80
ENSG00000285880	102
ENSG00000253884	113
ENSG00000034239	27
ENSG00000248522	82
ENSG00000170786	111
ENSG00000181195	94
ENSG00000147596	94
ENSG00000104267	112
ENSG00000104361	80
ENSG00000104490	92
ENSG00000164929	76
ENSG00000253477	128
ENSG00000164756	112
ENSG00000178764	122
ENSG00000155897	80
ENSG00000167656	76
ENSG00000064218	94
ENSG00000173253	105
ENSG00000168263	7
ENSG00000225706	91
ENSG00000285784	75
ENSG00000188133	101
ENSG00000250850	87
ENSG00000278077	87
ENSG00000229422	40
ENSG00000225411	57
ENSG00000165059	101
ENSG00000224825	80
ENSG00000204612	71
ENSG00000165105	91
ENSG00000148082	32
ENSG00000127080	78
ENSG00000131668	55
ENSG00000232063	98
ENSG00000178919	90
ENSG00000157654	1
ENSG00000119457	1
ENSG00000078725	90
ENSG00000224842	97
ENSG00000263897	114
ENSG00000148411	100
ENSG00000011201	63
ENSG00000198759	64
ENSG00000165186	60
ENSG00000223611	123
ENSG00000147027	72
ENSG00000235510	28
ENSG00000238222	104
ENSG00000237206	59
ENSG00000069535	121
ENSG00000237782	88
ENSG00000230216	78
ENSG00000196368	57
ENSG00000147059	108
ENSG00000198205	55
ENSG00000230039	62
ENSG00000189401	75
ENSG00000243468	95
ENSG00000242732	109
ENSG00000131264	69
ENSG00000147100	134
ENSG00000166681	49
ENSG00000123570	112
ENSG00000123572	102
ENSG00000076716	11
ENSG00000179542	77
ENSG00000185985	112
ENSG00000102081	90
ENSG00000013619	108
ENSG00000228717	93
ENSG00000234200	92
ENSG00000067840	32
ENSG00000198910	95
ENSG00000259467	112
ENSG00000246763	101
ENSG00000131504	33
ENSG00000237076	53
ENSG00000165623	77
ENSG00000230483	68
ENSG00000254489	89
ENSG00000087303	103
ENSG00000140505	90
ENSG00000266588	119
ENSG00000269136	36
ENSG00000266973	104
ENSG00000278239	118
ENSG00000167749	92
ENSG00000132793	124
ENSG00000243156	107
ENSG00000100012	52
ENSG00000187045	81
ENSG00000153266	84
ENSG00000241622	27
ENSG00000250344	115
ENSG00000199572	65
ENSG00000281720	102
ENSG00000263834	81
ENSG00000182836	38
ENSG00000145740	63
ENSG00000243160	34
ENSG00000172497	63
ENSG00000254106	111
ENSG00000213394	45
ENSG00000229613	80
ENSG00000176746	50
ENSG00000186766	79
ENSG00000213409	38
ENSG00000198535	7
ENSG00000167394	65
ENSG00000105549	64
ENSG00000272395	61
ENSG00000197182	71
ENSG00000144596	101
ENSG00000178055	79
ENSG00000178467	87
ENSG00000239589	109
ENSG00000271474	87
ENSG00000226757	111
ENSG00000239005	46
ENSG00000120708	97
ENSG00000272154	49
ENSG00000251211	44
ENSG00000188112	78
ENSG00000231332	93
ENSG00000275591	96
ENSG00000232815	26
ENSG00000158164	29
ENSG00000230079	60
ENSG00000245482	96
ENSG00000285653	102
ENSG00000232429	98
ENSG00000265850	101
ENSG00000121039	104
ENSG00000229554	121
ENSG00000206627	123
ENSG00000234226	34
ENSG00000228035	49
ENSG00000266187	64
ENSG00000252262	93
ENSG00000237707	106
ENSG00000206659	54
ENSG00000228437	51
ENSG00000232656	64
ENSG00000200849	131
ENSG00000169126	99
ENSG00000266467	88
ENSG00000213170	34
ENSG00000130595	103
ENSG00000224295	20
ENSG00000234611	67
ENSG00000227593	145
ENSG00000137673	102
ENSG00000234268	64
ENSG00000198674	125
ENSG00000256513	99
ENSG00000278475	111
ENSG00000123411	102
ENSG00000274459	57
ENSG00000258294	9
ENSG00000225185	56
ENSG00000206790	126
ENSG00000225133	134
ENSG00000229622	44
ENSG00000184394	135
ENSG00000258656	77
ENSG00000140030	105
ENSG00000222276	141
ENSG00000200608	20
ENSG00000201899	92
ENSG00000259602	56
ENSG00000259671	127
ENSG00000207965	107
ENSG00000281264	4
ENSG00000242295	85
ENSG00000006283	78
ENSG00000267678	141
ENSG00000213180	122
ENSG00000186526	116
ENSG00000267904	117
ENSG00000206674	61
ENSG00000224220	127
ENSG00000273165	57
ENSG00000252892	87
ENSG00000233107	82
ENSG00000222923	10
ENSG00000227841	111
ENSG00000222281	123
ENSG00000224497	119
ENSG00000212479	68
ENSG00000238390	100
ENSG00000185437	140
ENSG00000276162	106
ENSG00000226024	108
ENSG00000207323	112
ENSG00000252302	54
ENSG00000248184	79
ENSG00000248317	101
ENSG00000201775	120
ENSG00000249052	69
ENSG00000163106	97
ENSG00000279125	94
ENSG00000278877	22
ENSG00000251391	111
ENSG00000251585	77
ENSG00000133302	76
ENSG00000214784	115
ENSG00000211445	115
ENSG00000112462	102
ENSG00000236164	73
ENSG00000279659	90
ENSG00000282218	126
ENSG00000224506	20
ENSG00000270655	87
ENSG00000233823	94
ENSG00000230711	90
ENSG00000227035	56
ENSG00000225329	86
ENSG00000231006	57
ENSG00000270516	99
ENSG00000253695	93
ENSG00000253496	83
ENSG00000221616	28
ENSG00000253396	72
ENSG00000272024	82
ENSG00000239261	104
ENSG00000223293	47
ENSG00000238103	83
ENSG00000204915	22
ENSG00000237628	104
ENSG00000213432	69
ENSG00000276571	120
ENSG00000279962	114
ENSG00000251590	1
ENSG00000243083	85
ENSG00000234540	85
ENSG00000216762	123
ENSG00000279127	134
ENSG00000177409	24
ENSG00000111011	114
ENSG00000252061	128
ENSG00000273240	96
ENSG00000243396	107
ENSG00000231724	98
ENSG00000205464	96
ENSG00000204956	100
ENSG00000132915	93
ENSG00000229722	52
ENSG00000229532	93
ENSG00000251712	114
ENSG00000214031	62
ENSG00000277535	85
ENSG00000223131	89
ENSG00000247728	77
ENSG00000260714	134
ENSG00000229280	85
ENSG00000259832	13
ENSG00000267659	99
ENSG00000199095	21
ENSG00000230923	59
ENSG00000243810	101
ENSG00000092758	129
ENSG00000273759	99
ENSG00000227110	68
ENSG00000235629	63
ENSG00000240423	89
ENSG00000231574	72
ENSG00000250426	74
ENSG00000254299	74
ENSG00000238024	54
ENSG00000283608	88
ENSG00000230825	62
ENSG00000236408	21
ENSG00000231515	76
ENSG00000253644	58
ENSG00000278910	72
ENSG00000257541	87
ENSG00000224814	98
ENSG00000283527	68
ENSG00000201642	65
ENSG00000225376	84
ENSG00000283136	64
ENSG00000117592	68
ENSG00000276600	14
ENSG00000236317	86
ENSG00000228382	93
ENSG00000285705	93
ENSG00000166793	104
ENSG00000062282	79
ENSG00000269939	65
ENSG00000256678	60
ENSG00000279176	85
ENSG00000274765	79
ENSG00000259173	109
ENSG00000279421	64
ENSG00000259642	45
ENSG00000252887	42
ENSG00000236320	88
ENSG00000270781	67
ENSG00000206824	98
ENSG00000011258	53
ENSG00000256358	48
ENSG00000132024	67
ENSG00000268601	36
ENSG00000269976	38
ENSG00000235072	72
ENSG00000235102	23
ENSG00000238120	27
ENSG00000175166	115
ENSG00000248984	86
ENSG00000206601	99
ENSG00000252451	31
ENSG00000248994	117
ENSG00000261269	104
ENSG00000213755	98
ENSG00000145979	94
ENSG00000263608	82
ENSG00000212219	30
ENSG00000252942	94
ENSG00000251184	72
ENSG00000273974	105
ENSG00000168939	96
ENSG00000235264	96
ENSG00000019991	110
ENSG00000225880	95
ENSG00000285833	51
ENSG00000283773	55
ENSG00000173369	70
ENSG00000250719	36
ENSG00000278139	91
ENSG00000284928	86
ENSG00000261213	69
ENSG00000236480	129
ENSG00000226755	113
ENSG00000134249	79
ENSG00000206737	98
ENSG00000163485	130
ENSG00000174059	91
ENSG00000227711	91
ENSG00000205696	92
ENSG00000235281	98
ENSG00000232807	76
ENSG00000278531	119
ENSG00000227345	99
ENSG00000204152	66
ENSG00000201393	131
ENSG00000273143	64
ENSG00000227307	102
ENSG00000154485	102
ENSG00000240707	116
ENSG00000207805	27
ENSG00000149050	6
ENSG00000278529	97
ENSG00000213785	119
ENSG00000129159	29
ENSG00000177447	77
ENSG00000166840	112
ENSG00000189057	63
ENSG00000254605	119
ENSG00000178795	96
ENSG00000151376	63
ENSG00000256254	80
ENSG00000256091	70
ENSG00000254935	125
ENSG00000149418	70
ENSG00000214826	9
ENSG00000258290	53
ENSG00000257398	114
ENSG00000151773	114
ENSG00000235285	105
ENSG00000235768	81
ENSG00000139797	106
ENSG00000258636	107
ENSG00000252800	123
ENSG00000258990	74
ENSG00000213231	35
ENSG00000246084	95
ENSG00000275662	132
ENSG00000259696	129
ENSG00000278621	95
ENSG00000260608	54
ENSG00000255571	58
ENSG00000259331	80
ENSG00000259702	78
ENSG00000251692	102
ENSG00000261727	106
ENSG00000258122	68
ENSG00000262434	134
ENSG00000262609	107
ENSG00000261996	82
ENSG00000265853	106
ENSG00000227685	43
ENSG00000266364	103
ENSG00000236819	99
ENSG00000126860	121
ENSG00000128422	97
ENSG00000267166	119
ENSG00000263503	75
ENSG00000225212	71
ENSG00000275805	70
ENSG00000267404	60
ENSG00000141639	100
ENSG00000239689	81
ENSG00000206043	86
ENSG00000267749	49
ENSG00000279748	114
ENSG00000269471	83
ENSG00000279936	98
ENSG00000269072	95
ENSG00000268595	59
ENSG00000221923	22
ENSG00000204595	62
ENSG00000199031	99
ENSG00000284568	90
ENSG00000204532	73
ENSG00000172554	113
ENSG00000218819	81
ENSG00000237751	92
ENSG00000204872	55
ENSG00000233850	88
ENSG00000234177	12
ENSG00000272789	99
ENSG00000237194	56
ENSG00000196811	67
ENSG00000260256	48
ENSG00000205424	85
ENSG00000273216	78
ENSG00000100060	82
ENSG00000213857	99
ENSG00000224771	43
ENSG00000285654	107
ENSG00000163947	102
ENSG00000223247	58
ENSG00000242516	71
ENSG00000176142	12
ENSG00000239408	107
ENSG00000184100	81
ENSG00000279891	95
ENSG00000252053	94
ENSG00000242686	108
ENSG00000157796	81
ENSG00000249330	96
ENSG00000239466	46
ENSG00000172238	63
ENSG00000250033	11
ENSG00000151962	110
ENSG00000258834	110
ENSG00000066230	56
ENSG00000260066	43
ENSG00000275733	38
ENSG00000212122	67
ENSG00000248296	89
ENSG00000280420	80
ENSG00000253485	36
ENSG00000241870	79
ENSG00000227214	81
ENSG00000255899	106
ENSG00000250535	77
ENSG00000216687	27
ENSG00000112539	48
ENSG00000146521	87
ENSG00000285887	85
ENSG00000106511	60
ENSG00000236536	90
ENSG00000234457	6
ENSG00000221900	93
ENSG00000213645	64
ENSG00000228653	50
ENSG00000225718	50
ENSG00000229018	62
ENSG00000198822	68
ENSG00000233073	52
ENSG00000284707	73
ENSG00000154438	96
ENSG00000261797	86
ENSG00000242736	44
ENSG00000211753	102
ENSG00000211769	80
ENSG00000255495	47
ENSG00000164743	129
ENSG00000180053	93
ENSG00000165061	79
ENSG00000270980	57
ENSG00000226301	41
ENSG00000253223	17
ENSG00000246528	39
ENSG00000284147	99
ENSG00000254241	35
ENSG00000170777	55
ENSG00000234146	109
ENSG00000107295	27
ENSG00000198963	71
ENSG00000226721	74
ENSG00000165029	42
ENSG00000243048	11
ENSG00000225198	113
ENSG00000126752	72
ENSG00000122824	67
ENSG00000155622	110
ENSG00000238269	80
ENSG00000186678	63
ENSG00000284618	113
ENSG00000101812	76
ENSG00000147231	75
ENSG00000102021	85
ENSG00000237426	68
ENSG00000232549	9
ENSG00000224732	73
ENSG00000067842	38
ENSG00000217889	104
ENSG00000159423	41
ENSG00000237424	51
ENSG00000081277	55
ENSG00000235163	46
ENSG00000242042	89
ENSG00000221574	92
ENSG00000165923	106
ENSG00000277892	79
ENSG00000256633	109
ENSG00000171847	102
ENSG00000254016	106
ENSG00000139154	77
ENSG00000258216	54
ENSG00000229186	106
ENSG00000123009	7
ENSG00000158113	119
ENSG00000284934	64
ENSG00000100577	109
ENSG00000276931	41
ENSG00000219027	60
ENSG00000280062	17
ENSG00000279901	94
ENSG00000205832	82
ENSG00000085721	30
ENSG00000261528	62
ENSG00000159723	104
ENSG00000214259	32
ENSG00000267624	108
ENSG00000267524	72
ENSG00000228887	45
ENSG00000252973	58
ENSG00000267693	75
ENSG00000129450	12
ENSG00000278328	85
ENSG00000264157	40
ENSG00000115590	114
ENSG00000124003	104
ENSG00000125522	66
ENSG00000233316	100
ENSG00000283829	38
ENSG00000207496	78
ENSG00000214820	93
ENSG00000227124	8
ENSG00000251345	121
ENSG00000250829	86
ENSG00000245685	101
ENSG00000170458	87
ENSG00000169247	119
ENSG00000253591	77
ENSG00000196313	13
ENSG00000178826	129
ENSG00000225612	84
ENSG00000283522	120
ENSG00000245080	57
ENSG00000228510	39
ENSG00000122136	101
ENSG00000229257	42
